Ligand,Binding Affinity,rmsd/ub, rmsd/lb
4NN5_DB01230_uff_E=209.29,-5,10.623,9.106
4NN5_DB01230_uff_E=209.29,-5,11.581,10.74
4NN5_DB01424_uff_E=378.50,-5,11.881,9.909
4NN5_DB01463_uff_E=1705.79,-5,10.145,8.536
4NN5_DB01463_uff_E=240.03,-5,2.057,1.822
4NN5_DB01546_uff_E=306.44,-5,0,0
4NN5_DB04814_uff_E=254.66,-5,3.362,2.515
4NN5_DB04815_uff_E=96.47,-5,4.366,2.894
4NN5_DB04815_uff_E=96.47,-5,3.209,2.486
4NN5_DB04832_uff_E=187.44,-5,12.121,8.626
4NN5_DB04832_uff_E=187.44,-5,10.351,8.049
4NN5_DB04832_uff_E=187.44,-5,6.929,4.46
4NN5_DB04837_uff_E=177.73,-5,10.314,7.743
4NN5_DB04837_uff_E=177.73,-5,8.468,6.01
4NN5_DB08941_uff_E=148.04,-5,7.782,4.778
4NN5_DB08941_uff_E=150.13,-5,4.511,2.113
4NN5_DB08941_uff_E=155.59,-5,5.094,3.032
4NN5_DB08941_uff_E=159.68,-5,5.823,3.107
4NN5_DB08941_uff_E=159.68,-5,6.09,2.159
4NN5_DB08941_uff_E=159.68,-5,5.535,2.698
4NN5_DB08941_uff_E=176.44,-5,4.837,2.192
4NN5_DB08941_uff_E=176.44,-5,8.132,4.932
4NN5_DB08944_uff_E=166.87,-5,6.938,4.52
4NN5_DB08944_uff_E=166.87,-5,9.137,6.957
4NN5_DB08944_uff_E=166.87,-5,8.477,5.959
4NN5_DB08944_uff_E=182.62,-5,9.426,6.828
4NN5_DB08944_uff_E=182.62,-5,9.959,8.138
4NN5_DB08944_uff_E=198.96,-5,7.127,4.624
4NN5_DB08944_uff_E=198.96,-5,4.383,1.868
4NN5_DB08944_uff_E=210.38,-5,9.884,7.704
4NN5_DB08944_uff_E=210.38,-5,10.19,8.252
4NN5_DB08948_uff_E=309.98,-5,5.879,3.802
4NN5_DB08948_uff_E=309.98,-5,6.915,2.804
4NN5_DB08952_uff_E=198.63,-5,0,0
4NN5_DB08952_uff_E=216.08,-5,1.955,1.66
4NN5_DB08952_uff_E=216.08,-5,2.973,2.026
4NN5_DB08953_uff_E=365.99,-5,10.211,8.321
4NN5_DB08985_uff_E=61.66,-5,0,0
4NN5_DB08988_uff_E=217.87,-5,5.543,2.649
4NN5_DB08988_uff_E=217.87,-5,1.322,0.682
4NN5_DB08988_uff_E=217.87,-5,4.415,1.999
4NN5_DB08990_uff_E=286.26,-5,5.302,1.736
4NN5_DB09022_uff_E=158.95,-5,3.734,1.709
4NN5_DB09022_uff_E=158.95,-5,6.026,3.823
4NN5_DB09022_uff_E=158.95,-5,3.392,2.121
4NN5_DB09092_uff_E=377.01,-5,6.295,1.833
4NN5_DB09092_uff_E=380.23,-5,3.554,2.298
4NN5_DB09114_uff_E=487.03,-5,0,0
4NN5_DB09185_uff_E=144.57,-5,11.427,9.472
4NN5_DB09185_uff_E=195.63,-5,0,0
4NN5_DB09225_uff_E=294.53,-5,5.201,2.941
4NN5_DB09247_uff_E=86.39,-5,9.638,7.561
4NN5_DB09247_uff_E=86.39,-5,4.836,2.467
4NN5_DB09248_uff_E=66.84,-5,0,0
4NN5_DB09248_uff_E=75.82,-5,0,0
4NN5_DB09250_uff_E=60.17,-5,11.092,10.024
4NN5_DB09250_uff_E=60.17,-5,11.151,10.025
4NN5_DB09252_uff_E=72.21,-5,5.989,1.388
4NN5_DB09252_uff_E=72.21,-5,6.354,2.136
4NN5_DB09252_uff_E=72.21,-5,5.706,2.029
4NN5_DB09252_uff_E=72.21,-5,2.113,1.324
4NN5_DB09252_uff_E=72.21,-5,6.789,3.692
4NN5_DB09254_uff_E=101.26,-5,6.831,4.861
4NN5_DB09254_uff_E=101.26,-5,5.259,2.718
4NN5_DB09333_uff_E=132.01,-5,5.544,4.628
4NN5_DB09333_uff_E=132.01,-5,4.556,3.675
4NN5_DB09347_uff_E=317.00,-5,5.212,2.471
4NN5_DB13421_uff_E=380.82,-5,5.507,3.59
4NN5_DB00311_uff_E=710.54,-4.9,5.22,4.789
4NN5_DB00473_uff_E=185.36,-4.9,4.366,2.336
4NN5_DB00473_uff_E=185.36,-4.9,4.277,1.857
4NN5_DB00505_uff_E=255.94,-4.9,7.706,4.698
4NN5_DB00505_uff_E=255.94,-4.9,4.738,1.769
4NN5_DB00532_uff_E=252.36,-4.9,8.283,6.865
4NN5_DB00532_uff_E=252.36,-4.9,9.818,6.322
4NN5_DB00574_uff_E=83.65,-4.9,11.431,8.771
4NN5_DB00574_uff_E=83.65,-4.9,9.63,7.56
4NN5_DB00574_uff_E=88.34,-4.9,3.162,1.722
4NN5_DB00647_uff_E=221.23,-4.9,5.778,2.007
4NN5_DB00647_uff_E=221.23,-4.9,3.103,2.101
4NN5_DB00647_uff_E=221.23,-4.9,4.03,1.829
4NN5_DB00848_uff_E=254.73,-4.9,10.814,8.493
4NN5_DB00866_uff_E=100.71,-4.9,5.156,2.57
4NN5_DB00866_uff_E=100.71,-4.9,2.705,1.54
4NN5_DB00866_uff_E=106.93,-4.9,4.895,2.558
4NN5_DB01031_uff_E=107.16,-4.9,0,0
4NN5_DB01105_uff_E=471.07,-4.9,10.252,7.559
4NN5_DB01105_uff_E=471.07,-4.9,7.975,6.165
4NN5_DB01105_uff_E=471.07,-4.9,8.51,6.729
4NN5_DB01178_uff_E=523.03,-4.9,7.481,5.808
4NN5_DB01191_uff_E=85.22,-4.9,4.703,3.506
4NN5_DB01230_uff_E=209.29,-4.9,11.139,10.171
4NN5_DB01463_uff_E=240.03,-4.9,4.448,1.805
4NN5_DB01546_uff_E=282.74,-4.9,2.034,1.822
4NN5_DB01546_uff_E=282.74,-4.9,11.874,10.074
4NN5_DB04818_uff_E=87.06,-4.9,11.124,10.716
4NN5_DB04818_uff_E=87.06,-4.9,11.057,10.705
4NN5_DB04819_uff_E=300.05,-4.9,0,0
4NN5_DB04826_uff_E=503.33,-4.9,4.203,3.422
4NN5_DB06804_uff_E=215.32,-4.9,0,0
4NN5_DB06804_uff_E=215.32,-4.9,4.269,2.242
4NN5_DB08941_uff_E=148.04,-4.9,2.385,1.636
4NN5_DB08941_uff_E=155.59,-4.9,4.941,2.735
4NN5_DB08941_uff_E=155.59,-4.9,4.088,1.89
4NN5_DB08941_uff_E=176.44,-4.9,2.772,2.028
4NN5_DB08944_uff_E=182.62,-4.9,9.591,7.83
4NN5_DB08944_uff_E=198.96,-4.9,9.284,6.774
4NN5_DB08944_uff_E=198.96,-4.9,8.379,6.778
4NN5_DB08944_uff_E=210.38,-4.9,10.214,7.154
4NN5_DB08946_uff_E=91.59,-4.9,0,0
4NN5_DB08952_uff_E=216.08,-4.9,5.026,2.567
4NN5_DB08952_uff_E=216.08,-4.9,3.118,1.821
4NN5_DB08952_uff_E=216.08,-4.9,4.02,2.055
4NN5_DB08988_uff_E=217.87,-4.9,4.754,2.79
4NN5_DB08989_uff_E=129.30,-4.9,0,0
4NN5_DB08989_uff_E=129.30,-4.9,1.957,1.567
4NN5_DB09004_uff_E=127.94,-4.9,0,0
4NN5_DB09004_uff_E=127.94,-4.9,5.356,3.43
4NN5_DB09092_uff_E=377.01,-4.9,7.026,2.14
4NN5_DB09092_uff_E=377.01,-4.9,4.006,2.663
4NN5_DB09092_uff_E=377.01,-4.9,6.765,2.593
4NN5_DB09185_uff_E=144.57,-4.9,11.884,9.809
4NN5_DB09185_uff_E=144.57,-4.9,10.868,9.359
4NN5_DB09185_uff_E=195.63,-4.9,4.574,2.382
4NN5_DB09185_uff_E=195.63,-4.9,9.106,6.007
4NN5_DB09247_uff_E=86.39,-4.9,4.759,3.212
4NN5_DB09247_uff_E=86.39,-4.9,3.954,2.85
4NN5_DB09247_uff_E=86.39,-4.9,4.544,3.438
4NN5_DB09250_uff_E=69.70,-4.9,0,0
4NN5_DB09253_uff_E=224.06,-4.9,12.569,10.997
4NN5_DB09253_uff_E=224.06,-4.9,11.08,9.427
4NN5_DB09347_uff_E=317.00,-4.9,4.274,2.674
4NN5_DB09347_uff_E=317.00,-4.9,3.963,2.339
4NN5_DB11625_uff_E=63.84,-4.9,0,0
4NN5_DB11625_uff_E=63.84,-4.9,4.662,0.058
4NN5_DB00311_uff_E=710.54,-4.8,7.956,7.466
4NN5_DB00463_uff_E=86.95,-4.8,0,0
4NN5_DB00463_uff_E=86.95,-4.8,3.194,2.03
4NN5_DB00473_uff_E=185.36,-4.8,5.055,2.145
4NN5_DB00473_uff_E=185.36,-4.8,4.296,2.269
4NN5_DB00574_uff_E=83.65,-4.8,11.127,8.692
4NN5_DB00574_uff_E=83.65,-4.8,11.548,9.978
4NN5_DB00574_uff_E=88.34,-4.8,5.492,3.401
4NN5_DB00848_uff_E=254.73,-4.8,3.975,3.132
4NN5_DB00848_uff_E=254.73,-4.8,4.306,3.317
4NN5_DB00856_uff_E=68.04,-4.8,1.537,1.001
4NN5_DB00856_uff_E=68.04,-4.8,2.433,1.694
4NN5_DB00856_uff_E=68.04,-4.8,5.762,4.37
4NN5_DB00866_uff_E=100.71,-4.8,2.959,1.137
4NN5_DB00866_uff_E=100.71,-4.8,3.922,2.125
4NN5_DB00866_uff_E=106.93,-4.8,3.383,2.032
4NN5_DB00866_uff_E=106.93,-4.8,4.728,2.05
4NN5_DB00866_uff_E=106.93,-4.8,4.185,1.916
4NN5_DB01031_uff_E=107.16,-4.8,2.388,1.076
4NN5_DB01031_uff_E=107.16,-4.8,10.258,9.175
4NN5_DB01105_uff_E=431.99,-4.8,8.538,5.863
4NN5_DB01105_uff_E=431.99,-4.8,8.245,5.671
4NN5_DB01105_uff_E=431.99,-4.8,7.891,5.068
4NN5_DB01105_uff_E=431.99,-4.8,9.653,6.786
4NN5_DB01105_uff_E=471.07,-4.8,8.371,6.22
4NN5_DB01107_uff_E=104.24,-4.8,0,0
4NN5_DB01191_uff_E=85.22,-4.8,11.222,9.51
4NN5_DB01191_uff_E=85.22,-4.8,11.673,9.458
4NN5_DB01191_uff_E=85.22,-4.8,11.259,10.218
4NN5_DB01230_uff_E=207.95,-4.8,11.929,10.731
4NN5_DB01230_uff_E=209.29,-4.8,11.666,11.189
4NN5_DB01424_uff_E=378.50,-4.8,10.744,9.822
4NN5_DB01463_uff_E=1705.79,-4.8,9.712,6.666
4NN5_DB01546_uff_E=282.74,-4.8,9.347,7.875
4NN5_DB01546_uff_E=306.44,-4.8,9.649,7.915
4NN5_DB01546_uff_E=306.44,-4.8,10.458,8.899
4NN5_DB01546_uff_E=306.44,-4.8,9.723,8.082
4NN5_DB01550_uff_E=81.57,-4.8,0,0
4NN5_DB01550_uff_E=81.57,-4.8,4.064,1.863
4NN5_DB01550_uff_E=87.68,-4.8,0,0
4NN5_DB04818_uff_E=87.06,-4.8,5.924,3.116
4NN5_DB04819_uff_E=300.05,-4.8,2.252,1.684
4NN5_DB04819_uff_E=300.05,-4.8,1.736,1.463
4NN5_DB06804_uff_E=215.32,-4.8,2.189,1.593
4NN5_DB08941_uff_E=155.59,-4.8,4.845,2.72
4NN5_DB08941_uff_E=159.68,-4.8,5.335,2.218
4NN5_DB08944_uff_E=166.87,-4.8,9.457,6.64
4NN5_DB08944_uff_E=182.62,-4.8,10.106,7.667
4NN5_DB08944_uff_E=182.62,-4.8,10.368,7.291
4NN5_DB08944_uff_E=210.38,-4.8,10.157,8.293
4NN5_DB08944_uff_E=210.38,-4.8,9.809,6.918
4NN5_DB08946_uff_E=91.15,-4.8,2.784,1.36
4NN5_DB08946_uff_E=91.15,-4.8,4.209,3.109
4NN5_DB08946_uff_E=91.59,-4.8,4.824,3.584
4NN5_DB08946_uff_E=91.59,-4.8,5.215,3.928
4NN5_DB08946_uff_E=91.59,-4.8,5.078,3.71
4NN5_DB08952_uff_E=198.63,-4.8,4.517,2.526
4NN5_DB08952_uff_E=198.63,-4.8,2.681,1.299
4NN5_DB08952_uff_E=198.63,-4.8,2.307,0.758
4NN5_DB08985_uff_E=61.66,-4.8,5.523,3.997
4NN5_DB08985_uff_E=81.04,-4.8,0,0
4NN5_DB08988_uff_E=217.87,-4.8,3.496,2.458
4NN5_DB09004_uff_E=127.94,-4.8,3.833,2.835
4NN5_DB09004_uff_E=127.94,-4.8,4.906,3.111
4NN5_DB09004_uff_E=127.94,-4.8,10.99,9.332
4NN5_DB09004_uff_E=127.94,-4.8,5.171,3.036
4NN5_DB09004_uff_E=129.05,-4.8,0,0
4NN5_DB09004_uff_E=132.11,-4.8,0,0
4NN5_DB09004_uff_E=132.11,-4.8,4.581,2.792
4NN5_DB09088_uff_E=163.20,-4.8,0,0
4NN5_DB09088_uff_E=163.20,-4.8,5.736,4.244
4NN5_DB09088_uff_E=163.20,-4.8,5.697,4.616
4NN5_DB09114_uff_E=487.03,-4.8,2.865,1.453
4NN5_DB09114_uff_E=487.03,-4.8,3.937,1.9
4NN5_DB09114_uff_E=487.03,-4.8,5.537,2.408
4NN5_DB09114_uff_E=487.03,-4.8,5.808,2.135
4NN5_DB09114_uff_E=487.03,-4.8,5.082,2.197
4NN5_DB09185_uff_E=144.57,-4.8,11.231,9.408
4NN5_DB09185_uff_E=144.57,-4.8,11.836,10.131
4NN5_DB09185_uff_E=195.63,-4.8,6.373,4.716
4NN5_DB09185_uff_E=195.63,-4.8,5.2,2.414
4NN5_DB09248_uff_E=75.82,-4.8,3.821,3.222
4NN5_DB09250_uff_E=60.17,-4.8,9.09,8.387
4NN5_DB09250_uff_E=69.70,-4.8,1.47,0.183
4NN5_DB09333_uff_E=132.01,-4.8,6.285,3.766
4NN5_DB09333_uff_E=132.01,-4.8,6.906,4.747
4NN5_DB11625_uff_E=63.84,-4.8,4.64,1.123
4NN5_DB11625_uff_E=63.84,-4.8,4.579,1.018
4NN5_DB13167_uff_E=85.13,-4.8,1.899,1.769
4NN5_DB13167_uff_E=85.13,-4.8,2.476,2.057
4NN5_DB13167_uff_E=85.13,-4.8,1.882,1.471
4NN5_DB13858_uff_E=405.59,-4.8,0,0
4NN5_DB13858_uff_E=405.59,-4.8,3.265,2.395
4NN5_DB13858_uff_E=405.59,-4.8,2.998,2.229
4NN5_DB00397_uff_E=71.48,-4.7,0,0
4NN5_DB00463_uff_E=86.95,-4.7,3.811,2.523
4NN5_DB00463_uff_E=86.95,-4.7,3.904,2.035
4NN5_DB00463_uff_E=86.95,-4.7,3.028,2.412
4NN5_DB00574_uff_E=83.65,-4.7,11.124,9.78
4NN5_DB00574_uff_E=83.65,-4.7,11.076,10.253
4NN5_DB00574_uff_E=88.34,-4.7,6.125,4.222
4NN5_DB00848_uff_E=254.73,-4.7,12.339,10.706
4NN5_DB00856_uff_E=68.04,-4.7,2.612,1.565
4NN5_DB00856_uff_E=69.42,-4.7,4.8,3.522
4NN5_DB00866_uff_E=100.71,-4.7,5.082,2.42
4NN5_DB00866_uff_E=106.93,-4.7,3.549,2.309
4NN5_DB00866_uff_E=106.93,-4.7,5.618,2.321
4NN5_DB00866_uff_E=106.93,-4.7,8.944,6.328
4NN5_DB00866_uff_E=106.93,-4.7,4.226,2.211
4NN5_DB01031_uff_E=107.16,-4.7,10.908,9.766
4NN5_DB01105_uff_E=431.99,-4.7,8.56,6.056
4NN5_DB01105_uff_E=431.99,-4.7,8.244,5.753
4NN5_DB01105_uff_E=471.07,-4.7,9.411,7.132
4NN5_DB01105_uff_E=471.07,-4.7,10.158,8.531
4NN5_DB01230_uff_E=207.95,-4.7,11.507,10.433
4NN5_DB01230_uff_E=207.95,-4.7,10.022,8.835
4NN5_DB01230_uff_E=207.95,-4.7,11.976,10.954
4NN5_DB01424_uff_E=378.50,-4.7,9.309,8.085
4NN5_DB01463_uff_E=240.03,-4.7,5.051,2.129
4NN5_DB01463_uff_E=240.03,-4.7,9.541,7.574
4NN5_DB01546_uff_E=282.74,-4.7,10.173,8.477
4NN5_DB01546_uff_E=282.74,-4.7,5.145,1.351
4NN5_DB01546_uff_E=306.44,-4.7,9.146,6.915
4NN5_DB01546_uff_E=306.44,-4.7,10.91,9.877
4NN5_DB01550_uff_E=81.57,-4.7,4.236,2.822
4NN5_DB01550_uff_E=81.57,-4.7,1.58,1.051
4NN5_DB01550_uff_E=87.68,-4.7,11.723,9.802
4NN5_DB01550_uff_E=87.68,-4.7,3.413,1.873
4NN5_DB01550_uff_E=87.68,-4.7,11.594,9.728
4NN5_DB04815_uff_E=96.47,-4.7,2.436,2.375
4NN5_DB04815_uff_E=96.47,-4.7,6.169,4.559
4NN5_DB04815_uff_E=96.47,-4.7,5.365,4.058
4NN5_DB04819_uff_E=300.05,-4.7,4.215,2.401
4NN5_DB04830_uff_E=39.85,-4.7,0,0
4NN5_DB06243_uff_E=47.66,-4.7,0,0
4NN5_DB06804_uff_E=215.32,-4.7,4.359,2.139
4NN5_DB06804_uff_E=215.32,-4.7,5.527,2.536
4NN5_DB06804_uff_E=215.32,-4.7,7.544,2.558
4NN5_DB08941_uff_E=159.68,-4.7,5.398,2.16
4NN5_DB08941_uff_E=159.68,-4.7,5.918,2.276
4NN5_DB08944_uff_E=166.87,-4.7,9.316,7.296
4NN5_DB08944_uff_E=182.62,-4.7,8.187,6.652
4NN5_DB08944_uff_E=182.62,-4.7,8.645,5.898
4NN5_DB08944_uff_E=198.96,-4.7,9.537,5.718
4NN5_DB08944_uff_E=198.96,-4.7,8.14,6.378
4NN5_DB08946_uff_E=91.15,-4.7,5.321,3.037
4NN5_DB08946_uff_E=91.15,-4.7,3.747,2.84
4NN5_DB08946_uff_E=91.59,-4.7,6.229,4.391
4NN5_DB08946_uff_E=91.59,-4.7,2.329,2.138
4NN5_DB08946_uff_E=91.59,-4.7,5.744,4.212
4NN5_DB08985_uff_E=61.66,-4.7,11.215,9.73
4NN5_DB08985_uff_E=61.66,-4.7,5.395,2.352
4NN5_DB08985_uff_E=61.66,-4.7,2.002,1.454
4NN5_DB08985_uff_E=61.66,-4.7,10.885,9.315
4NN5_DB08985_uff_E=81.04,-4.7,5.427,2.505
4NN5_DB08985_uff_E=81.04,-4.7,3.47,2.509
4NN5_DB08988_uff_E=217.87,-4.7,4.988,2.438
4NN5_DB08988_uff_E=217.87,-4.7,4.497,2.569
4NN5_DB08989_uff_E=129.30,-4.7,3.645,2.598
4NN5_DB08989_uff_E=129.30,-4.7,9.615,7.861
4NN5_DB08989_uff_E=129.30,-4.7,5.166,2.764
4NN5_DB09004_uff_E=110.40,-4.7,0,0
4NN5_DB09004_uff_E=110.40,-4.7,3.475,2.479
4NN5_DB09004_uff_E=127.94,-4.7,3.866,2.703
4NN5_DB09088_uff_E=128.87,-4.7,10.893,9.377
4NN5_DB09088_uff_E=128.87,-4.7,11.077,8.719
4NN5_DB09088_uff_E=128.87,-4.7,11.894,10.06
4NN5_DB09088_uff_E=163.20,-4.7,5.654,2.734
4NN5_DB09088_uff_E=163.20,-4.7,12.317,9.926
4NN5_DB09114_uff_E=487.03,-4.7,6.635,1.268
4NN5_DB09114_uff_E=487.03,-4.7,6.83,1.834
4NN5_DB09114_uff_E=487.03,-4.7,3.552,1.803
4NN5_DB09185_uff_E=144.57,-4.7,4.06,2.744
4NN5_DB09185_uff_E=195.63,-4.7,3.145,1.62
4NN5_DB09185_uff_E=195.63,-4.7,3.487,2.465
4NN5_DB09248_uff_E=66.84,-4.7,12.774,11.938
4NN5_DB09248_uff_E=66.84,-4.7,12.378,11.355
4NN5_DB09248_uff_E=66.84,-4.7,12.366,11.289
4NN5_DB09248_uff_E=75.82,-4.7,3.992,2.167
4NN5_DB09250_uff_E=69.70,-4.7,10.833,10.017
4NN5_DB09251_uff_E=72.24,-4.7,1.732,1.444
4NN5_DB09333_uff_E=132.01,-4.7,7.032,4.021
4NN5_DB09333_uff_E=132.01,-4.7,8.031,5.921
4NN5_DB09347_uff_E=317.00,-4.7,2.818,2.571
4NN5_DB09347_uff_E=317.00,-4.7,3.721,2.679
4NN5_DB11625_uff_E=63.84,-4.7,1.941,0.849
4NN5_DB11625_uff_E=63.84,-4.7,4.998,1.727
4NN5_DB13167_uff_E=85.13,-4.7,2.736,2.265
4NN5_DB13858_uff_E=405.59,-4.7,2.23,1.401
4NN5_DB00397_uff_E=71.48,-4.6,4.294,2.448
4NN5_DB00574_uff_E=88.34,-4.6,3.685,2.5
4NN5_DB00574_uff_E=88.34,-4.6,9.47,7.225
4NN5_DB00574_uff_E=88.34,-4.6,5.777,3.737
4NN5_DB00574_uff_E=88.34,-4.6,5.98,3.982
4NN5_DB00848_uff_E=254.73,-4.6,10.249,8.48
4NN5_DB00848_uff_E=254.73,-4.6,11.154,10.493
4NN5_DB00856_uff_E=68.04,-4.6,2.979,2.185
4NN5_DB00856_uff_E=69.42,-4.6,6.32,4.475
4NN5_DB00856_uff_E=69.42,-4.6,5.386,4.41
4NN5_DB00866_uff_E=100.71,-4.6,5.523,2.263
4NN5_DB00866_uff_E=100.71,-4.6,4.314,2.162
4NN5_DB00866_uff_E=100.71,-4.6,4.058,2.184
4NN5_DB01031_uff_E=107.16,-4.6,2.567,1.275
4NN5_DB01105_uff_E=431.99,-4.6,9.18,6.398
4NN5_DB01107_uff_E=107.18,-4.6,0,0
4NN5_DB01191_uff_E=85.22,-4.6,11.741,9.732
4NN5_DB01191_uff_E=85.22,-4.6,11.263,10.23
4NN5_DB01463_uff_E=240.03,-4.6,9.36,7.536
4NN5_DB01463_uff_E=240.03,-4.6,4.651,1.963
4NN5_DB01546_uff_E=282.74,-4.6,11.94,9.611
4NN5_DB01546_uff_E=306.44,-4.6,11.003,8.792
4NN5_DB01546_uff_E=306.44,-4.6,10.465,6.821
4NN5_DB01546_uff_E=306.44,-4.6,10.413,7.514
4NN5_DB01550_uff_E=81.57,-4.6,3.01,1.947
4NN5_DB01550_uff_E=81.57,-4.6,1.983,1.509
4NN5_DB01550_uff_E=81.57,-4.6,11.009,9.058
4NN5_DB01556_uff_E=62.20,-4.6,0,0
4NN5_DB04818_uff_E=87.06,-4.6,10.242,9.935
4NN5_DB04818_uff_E=87.06,-4.6,6.466,5.124
4NN5_DB04819_uff_E=300.05,-4.6,4.439,2.231
4NN5_DB04819_uff_E=300.05,-4.6,2.405,1.917
4NN5_DB04819_uff_E=300.05,-4.6,5.084,1.771
4NN5_DB04819_uff_E=300.05,-4.6,4.179,2.305
4NN5_DB08946_uff_E=91.15,-4.6,4.063,2.669
4NN5_DB08946_uff_E=91.59,-4.6,3.12,2.75
4NN5_DB08946_uff_E=91.59,-4.6,2.744,2.023
4NN5_DB08985_uff_E=81.04,-4.6,1.703,1.607
4NN5_DB08989_uff_E=129.30,-4.6,2.409,1.691
4NN5_DB08989_uff_E=129.30,-4.6,5.292,2.781
4NN5_DB08989_uff_E=129.30,-4.6,9.771,8.504
4NN5_DB09004_uff_E=110.40,-4.6,3.901,2.612
4NN5_DB09004_uff_E=110.40,-4.6,4.846,3.076
4NN5_DB09004_uff_E=110.40,-4.6,4.835,3.223
4NN5_DB09004_uff_E=110.40,-4.6,3.865,2.385
4NN5_DB09004_uff_E=127.94,-4.6,4.494,2.566
4NN5_DB09004_uff_E=127.94,-4.6,5.433,3.25
4NN5_DB09004_uff_E=132.11,-4.6,4.528,3.038
4NN5_DB09004_uff_E=132.11,-4.6,5.3,3.036
4NN5_DB09088_uff_E=128.87,-4.6,2.884,1.884
4NN5_DB09088_uff_E=128.87,-4.6,10.832,8.165
4NN5_DB09088_uff_E=163.20,-4.6,5.754,3.684
4NN5_DB09185_uff_E=195.63,-4.6,1.959,1.307
4NN5_DB09248_uff_E=66.84,-4.6,12.662,12.049
4NN5_DB09248_uff_E=75.82,-4.6,12.472,11.381
4NN5_DB09250_uff_E=60.17,-4.6,11.502,10.747
4NN5_DB09250_uff_E=60.17,-4.6,11.159,10.189
4NN5_DB09251_uff_E=66.94,-4.6,1.871,1.408
4NN5_DB09251_uff_E=72.24,-4.6,2.444,1.479
4NN5_DB09251_uff_E=72.24,-4.6,5.077,3.735
4NN5_DB09347_uff_E=317.00,-4.6,5.209,2.91
4NN5_DB11625_uff_E=63.84,-4.6,5.046,2.769
4NN5_DB11625_uff_E=63.84,-4.6,9.746,7.704
4NN5_DB13167_uff_E=85.13,-4.6,4.364,3.48
4NN5_DB00397_uff_E=71.48,-4.5,2.491,1.767
4NN5_DB00463_uff_E=86.95,-4.5,2.935,2.479
4NN5_DB00463_uff_E=86.95,-4.5,3.883,1.564
4NN5_DB00463_uff_E=86.95,-4.5,4.779,3
4NN5_DB00793_uff_E=71.13,-4.5,0,0
4NN5_DB00856_uff_E=68.04,-4.5,4.553,3.537
4NN5_DB00856_uff_E=69.42,-4.5,2.67,2.253
4NN5_DB00856_uff_E=69.42,-4.5,3.297,2.236
4NN5_DB00856_uff_E=69.42,-4.5,4.287,3.414
4NN5_DB00856_uff_E=69.42,-4.5,3.006,2.152
4NN5_DB01031_uff_E=107.16,-4.5,1.972,1.489
4NN5_DB01107_uff_E=104.24,-4.5,3.97,2.784
4NN5_DB01107_uff_E=104.24,-4.5,1.757,1.532
4NN5_DB01107_uff_E=107.18,-4.5,2.651,2.098
4NN5_DB01107_uff_E=107.18,-4.5,3.469,2.188
4NN5_DB01463_uff_E=240.03,-4.5,8.439,6.531
4NN5_DB01550_uff_E=81.57,-4.5,2.38,1.501
4NN5_DB01550_uff_E=87.68,-4.5,2.424,1.639
4NN5_DB01550_uff_E=87.68,-4.5,2.428,1.627
4NN5_DB01556_uff_E=62.20,-4.5,5.074,3.268
4NN5_DB03783_uff_E=94.43,-4.5,0,0
4NN5_DB04815_uff_E=96.47,-4.5,2.307,2.012
4NN5_DB04815_uff_E=96.47,-4.5,9.449,7.93
4NN5_DB04818_uff_E=87.06,-4.5,11.484,10.507
4NN5_DB04818_uff_E=87.06,-4.5,10.163,9.621
4NN5_DB06243_uff_E=47.66,-4.5,2.275,1.859
4NN5_DB06804_uff_E=215.32,-4.5,4.869,2.25
4NN5_DB06804_uff_E=215.32,-4.5,8.602,2.602
4NN5_DB06804_uff_E=215.32,-4.5,2.853,1.683
4NN5_DB08952_uff_E=198.63,-4.5,4.104,2.674
4NN5_DB08985_uff_E=61.66,-4.5,3.454,2.495
4NN5_DB08985_uff_E=61.66,-4.5,4.833,3.564
4NN5_DB08985_uff_E=61.66,-4.5,2.47,1.97
4NN5_DB08985_uff_E=81.04,-4.5,5.418,3.347
4NN5_DB08985_uff_E=81.04,-4.5,2.72,2.387
4NN5_DB08989_uff_E=129.30,-4.5,5.417,3.111
4NN5_DB09004_uff_E=110.40,-4.5,3.91,2.426
4NN5_DB09004_uff_E=110.40,-4.5,3.337,2.17
4NN5_DB09004_uff_E=129.05,-4.5,3.46,2.52
4NN5_DB09004_uff_E=129.05,-4.5,5.561,3.52
4NN5_DB09004_uff_E=129.05,-4.5,4.865,2.798
4NN5_DB09004_uff_E=129.05,-4.5,5.126,2.967
4NN5_DB09088_uff_E=128.87,-4.5,10.815,8.692
4NN5_DB09088_uff_E=128.87,-4.5,10.285,8.881
4NN5_DB09088_uff_E=163.20,-4.5,4.86,3.776
4NN5_DB09088_uff_E=163.20,-4.5,6.4,3.929
4NN5_DB09185_uff_E=195.63,-4.5,3.456,2.252
4NN5_DB09248_uff_E=66.84,-4.5,4.082,2.173
4NN5_DB09248_uff_E=75.82,-4.5,10.856,10.101
4NN5_DB09248_uff_E=75.82,-4.5,12.557,11.58
4NN5_DB09248_uff_E=75.82,-4.5,12.703,11.406
4NN5_DB09249_uff_E=20.47,-4.5,0,0
4NN5_DB09250_uff_E=60.17,-4.5,11.299,9.945
4NN5_DB09250_uff_E=69.70,-4.5,3.6,2.76
4NN5_DB09251_uff_E=66.94,-4.5,4.719,3.523
4NN5_DB09347_uff_E=317.00,-4.5,4.719,2.526
4NN5_DB11148_uff_E=70.00,-4.5,0,0
