Ligand,Binding Affinity,rmsd/ub, rmsd/lb
4NN5_DB00522_uff_E=244.98,-6.8,8.406,5.298
4NN5_DB00522_uff_E=244.98,-6.8,9.359,5.991
4NN5_DB00533_uff_E=647.57,-6.8,2.838,1.907
4NN5_DB00580_uff_E=806.98,-6.8,4.03,3.136
4NN5_DB00637_uff_E=548.02,-6.8,2.43,1.511
4NN5_DB00680_uff_E=431.59,-6.8,8.239,4.63
4NN5_DB00767_uff_E=308.15,-6.8,0,0
4NN5_DB00778_uff_E=663.67,-6.8,8.781,2.624
4NN5_DB00778_uff_E=663.67,-6.8,9.482,2.42
4NN5_DB00778_uff_E=806.07,-6.8,8.371,3.885
4NN5_DB00875_uff_E=296.08,-6.8,4.827,2.991
4NN5_DB00875_uff_E=296.08,-6.8,5.426,3.261
4NN5_DB00875_uff_E=310.42,-6.8,4.773,3.232
4NN5_DB00875_uff_E=310.42,-6.8,2.856,2.39
4NN5_DB00875_uff_E=317.65,-6.8,6.759,4.319
4NN5_DB00875_uff_E=317.65,-6.8,6.491,3.005
4NN5_DB00875_uff_E=332.81,-6.8,7.598,4.356
4NN5_DB00875_uff_E=332.81,-6.8,2.38,1.686
4NN5_DB00875_uff_E=340.05,-6.8,7.848,4.965
4NN5_DB00875_uff_E=340.05,-6.8,8.224,5.599
4NN5_DB00875_uff_E=342.09,-6.8,9.525,5.807
4NN5_DB00875_uff_E=342.09,-6.8,8.098,4.88
4NN5_DB00875_uff_E=397.53,-6.8,7.699,4.766
4NN5_DB00875_uff_E=397.53,-6.8,2.703,2.083
4NN5_DB00901_uff_E=361.59,-6.8,0,0
4NN5_DB00969_uff_E=613.67,-6.8,0,0
4NN5_DB01108_uff_E=1928.67,-6.8,5.703,3.976
4NN5_DB01420_uff_E=259.49,-6.8,5.412,3.664
4NN5_DB04812_uff_E=361.36,-6.8,0,0
4NN5_DB04812_uff_E=361.36,-6.8,1.603,1.087
4NN5_DB04823_uff_E=344.71,-6.8,5.002,3.02
4NN5_DB04823_uff_E=344.71,-6.8,6.89,4.104
4NN5_DB04823_uff_E=344.71,-6.8,6.926,4.142
4NN5_DB04824_uff_E=322.31,-6.8,9.753,7.593
4NN5_DB04824_uff_E=322.31,-6.8,9.407,5.802
4NN5_DB04834_uff_E=575.99,-6.8,9.588,2.443
4NN5_DB04898_uff_E=743.44,-6.8,0,0
4NN5_DB04898_uff_E=743.44,-6.8,2.171,1.559
4NN5_DB06268_uff_E=1081.15,-6.8,2.593,2.154
4NN5_DB08794_uff_E=264.98,-6.8,6.079,2.412
4NN5_DB08794_uff_E=272.28,-6.8,5.372,2.575
4NN5_DB08794_uff_E=272.28,-6.8,6.191,2.922
4NN5_DB08873_uff_E=1697.41,-6.8,3.185,1.9
4NN5_DB08878_uff_E=221.06,-6.8,4.5,2.486
4NN5_DB08878_uff_E=221.06,-6.8,10.1,5.208
4NN5_DB08878_uff_E=221.06,-6.8,6.368,4.564
4NN5_DB08942_uff_E=793.72,-6.8,0,0
4NN5_DB08942_uff_E=793.72,-6.8,3.356,2.318
4NN5_DB08950_uff_E=447.57,-6.8,3.523,2.304
4NN5_DB08950_uff_E=447.57,-6.8,2.499,2.109
4NN5_DB08956_uff_E=223.66,-6.8,4.584,3.242
4NN5_DB08956_uff_E=223.66,-6.8,8.316,5.889
4NN5_DB08956_uff_E=223.66,-6.8,7.403,4.841
4NN5_DB08962_uff_E=709.95,-6.8,8.298,2.754
4NN5_DB08962_uff_E=723.03,-6.8,8.387,4.326
4NN5_DB08962_uff_E=723.03,-6.8,6.267,4.939
4NN5_DB08962_uff_E=723.03,-6.8,2.746,1.895
4NN5_DB08962_uff_E=728.07,-6.8,8.525,5.415
4NN5_DB08965_uff_E=471.43,-6.8,6.389,1.891
4NN5_DB08965_uff_E=471.43,-6.8,6.164,2.099
4NN5_DB08974_uff_E=417.55,-6.8,2.173,1.151
4NN5_DB08974_uff_E=417.55,-6.8,11.106,9.194
4NN5_DB08975_uff_E=442.11,-6.8,2.793,2.231
4NN5_DB08975_uff_E=442.11,-6.8,7.719,5.187
4NN5_DB08975_uff_E=442.11,-6.8,7.562,5.327
4NN5_DB08975_uff_E=442.11,-6.8,4.623,3.451
4NN5_DB08976_uff_E=218.06,-6.8,5.305,3.388
4NN5_DB08976_uff_E=225.30,-6.8,2.483,1.064
4NN5_DB08978_uff_E=425.97,-6.8,2.266,1.328
4NN5_DB08978_uff_E=480.67,-6.8,6.634,3.192
4NN5_DB08978_uff_E=480.67,-6.8,7.317,2.402
4NN5_DB08990_uff_E=358.26,-6.8,9.607,1.409
4NN5_DB08997_uff_E=282.59,-6.8,3.836,2.269
4NN5_DB08997_uff_E=282.59,-6.8,7.756,5.016
4NN5_DB08999_uff_E=277.61,-6.8,7.085,3.193
4NN5_DB09008_uff_E=1126.46,-6.8,0,0
4NN5_DB09215_uff_E=699.97,-6.8,8.12,6.549
4NN5_DB11629_uff_E=815.53,-6.8,2.863,2.17
4NN5_DB11629_uff_E=815.53,-6.8,5.925,3.979
4NN5_DB00197_uff_E=283.54,-6.7,7.266,5.467
4NN5_DB00197_uff_E=283.54,-6.7,8.923,6.265
4NN5_DB00197_uff_E=283.54,-6.7,7.308,4.982
4NN5_DB00197_uff_E=283.54,-6.7,3.351,2.335
4NN5_DB00342_uff_E=356.15,-6.7,5.351,2.058
4NN5_DB00365_uff_E=1330.35,-6.7,7.957,5.102
4NN5_DB00365_uff_E=1331.47,-6.7,6.779,5.183
4NN5_DB00378_uff_E=277.45,-6.7,5.118,3.409
4NN5_DB00378_uff_E=277.45,-6.7,8.105,6.369
4NN5_DB00378_uff_E=277.45,-6.7,7.863,5.85
4NN5_DB00439_uff_E=393.50,-6.7,0,0
4NN5_DB00533_uff_E=647.57,-6.7,2.622,2.117
4NN5_DB00604_uff_E=290.50,-6.7,0,0
4NN5_DB00680_uff_E=431.59,-6.7,7.613,3.326
4NN5_DB00729_uff_E=279.08,-6.7,4.568,0.708
4NN5_DB00778_uff_E=663.67,-6.7,8.791,2.699
4NN5_DB00821_uff_E=349.68,-6.7,0,0
4NN5_DB00821_uff_E=349.68,-6.7,2.046,1.279
4NN5_DB00875_uff_E=296.08,-6.7,5.12,3.066
4NN5_DB00875_uff_E=296.08,-6.7,8.998,6.103
4NN5_DB00875_uff_E=310.42,-6.7,8.358,4.72
4NN5_DB00875_uff_E=310.42,-6.7,4.275,3.181
4NN5_DB00875_uff_E=317.55,-6.7,7.333,5.528
4NN5_DB00875_uff_E=317.55,-6.7,7.422,4.467
4NN5_DB00875_uff_E=317.55,-6.7,6.856,4.807
4NN5_DB00875_uff_E=317.55,-6.7,5.618,3.866
4NN5_DB00875_uff_E=317.55,-6.7,5.27,3.492
4NN5_DB00875_uff_E=317.55,-6.7,6.561,5.165
4NN5_DB00875_uff_E=317.65,-6.7,7.7,3.612
4NN5_DB00875_uff_E=317.65,-6.7,6.742,3.367
4NN5_DB00875_uff_E=332.81,-6.7,8.047,4.648
4NN5_DB00901_uff_E=294.32,-6.7,0,0
4NN5_DB00901_uff_E=294.32,-6.7,4.907,2.928
4NN5_DB00926_uff_E=391.31,-6.7,0,0
4NN5_DB01038_uff_E=351.67,-6.7,0,0
4NN5_DB01108_uff_E=1928.67,-6.7,8.625,5.486
4NN5_DB01140_uff_E=930.58,-6.7,0,0
4NN5_DB01420_uff_E=259.49,-6.7,7.601,5.462
4NN5_DB04823_uff_E=344.71,-6.7,5.769,3.711
4NN5_DB04823_uff_E=344.71,-6.7,7.448,4.346
4NN5_DB04834_uff_E=575.99,-6.7,9.629,2.883
4NN5_DB04898_uff_E=743.44,-6.7,3.865,2.451
4NN5_DB04898_uff_E=743.44,-6.7,6.898,2.805
4NN5_DB04898_uff_E=743.44,-6.7,8.611,2.976
4NN5_DB06230_uff_E=1452.39,-6.7,0,0
4NN5_DB06268_uff_E=1081.15,-6.7,5.09,2.464
4NN5_DB06268_uff_E=1081.15,-6.7,6.552,3.47
4NN5_DB08794_uff_E=272.28,-6.7,5.928,3.179
4NN5_DB08794_uff_E=272.28,-6.7,6.788,2.257
4NN5_DB08794_uff_E=272.28,-6.7,5.464,1.779
4NN5_DB08873_uff_E=1697.41,-6.7,6.977,4.171
4NN5_DB08905_uff_E=266.48,-6.7,6.322,3.25
4NN5_DB08942_uff_E=793.72,-6.7,11.926,9.693
4NN5_DB08950_uff_E=447.57,-6.7,3.441,2.819
4NN5_DB08954_uff_E=196.00,-6.7,7.473,3.065
4NN5_DB08954_uff_E=196.00,-6.7,8.401,5.711
4NN5_DB08954_uff_E=227.62,-6.7,0,0
4NN5_DB08956_uff_E=223.66,-6.7,6.876,1.866
4NN5_DB08956_uff_E=223.66,-6.7,5.491,3.566
4NN5_DB08962_uff_E=728.07,-6.7,2.544,1.742
4NN5_DB08965_uff_E=471.43,-6.7,2.73,1.79
4NN5_DB08965_uff_E=472.47,-6.7,5.372,1.894
4NN5_DB08972_uff_E=177.17,-6.7,0,0
4NN5_DB08972_uff_E=178.02,-6.7,0,0
4NN5_DB08972_uff_E=178.02,-6.7,1.399,1.231
4NN5_DB08974_uff_E=417.55,-6.7,8.709,5.839
4NN5_DB08975_uff_E=442.11,-6.7,5.756,3.631
4NN5_DB08975_uff_E=442.11,-6.7,3.281,1.364
4NN5_DB08976_uff_E=218.06,-6.7,4.315,2.989
4NN5_DB08976_uff_E=218.06,-6.7,4.981,2.969
4NN5_DB08978_uff_E=425.97,-6.7,3.176,2.077
4NN5_DB08978_uff_E=461.45,-6.7,7.624,2.863
4NN5_DB08978_uff_E=461.45,-6.7,6.809,2.67
4NN5_DB08978_uff_E=480.67,-6.7,6.766,3.292
4NN5_DB08978_uff_E=480.67,-6.7,6.546,3.006
4NN5_DB08990_uff_E=358.26,-6.7,9.335,1.608
4NN5_DB08990_uff_E=358.26,-6.7,8.615,2.637
4NN5_DB08997_uff_E=282.59,-6.7,8.347,4.82
4NN5_DB09008_uff_E=1126.46,-6.7,6.949,4.824
4NN5_DB09008_uff_E=1126.46,-6.7,2.563,1.904
4NN5_DB09015_uff_E=301.05,-6.7,5.372,4.025
4NN5_DB09015_uff_E=301.05,-6.7,6.39,5.121
4NN5_DB09015_uff_E=301.05,-6.7,4.806,4.278
4NN5_DB09017_uff_E=710.17,-6.7,0,0
4NN5_DB09215_uff_E=699.97,-6.7,4.124,2.704
4NN5_DB11367_uff_E=971.90,-6.7,0,0
4NN5_DB12129_uff_E=541.22,-6.7,0,0
4NN5_DB12129_uff_E=541.22,-6.7,7.607,1.764
4NN5_DB12129_uff_E=541.22,-6.7,9.676,7.786
4NN5_DB00197_uff_E=297.84,-6.6,2.666,2.368
4NN5_DB00323_uff_E=168.02,-6.6,6.917,4.083
4NN5_DB00342_uff_E=356.15,-6.6,7.438,2.06
4NN5_DB00365_uff_E=1330.35,-6.6,6.462,5.217
4NN5_DB00365_uff_E=1331.47,-6.6,7.476,5.907
4NN5_DB00365_uff_E=1331.47,-6.6,6.765,5.876
4NN5_DB00378_uff_E=277.45,-6.6,8.974,5.387
4NN5_DB00378_uff_E=277.45,-6.6,9.698,7.03
4NN5_DB00414_uff_E=539.45,-6.6,0,0
4NN5_DB00439_uff_E=393.50,-6.6,6.72,4.219
4NN5_DB00533_uff_E=647.57,-6.6,8.3,4.346
4NN5_DB00533_uff_E=647.57,-6.6,3.55,2.337
4NN5_DB00580_uff_E=806.98,-6.6,5.457,3.847
4NN5_DB00679_uff_E=278.46,-6.6,0,0
4NN5_DB00767_uff_E=292.75,-6.6,0,0
4NN5_DB00778_uff_E=663.67,-6.6,9.972,2.47
4NN5_DB00821_uff_E=349.68,-6.6,3.569,2.409
4NN5_DB00821_uff_E=357.33,-6.6,0,0
4NN5_DB00821_uff_E=357.33,-6.6,3.791,2.549
4NN5_DB00875_uff_E=310.42,-6.6,6.302,4.212
4NN5_DB00875_uff_E=317.55,-6.6,6.221,4.303
4NN5_DB00875_uff_E=317.65,-6.6,7.269,4.167
4NN5_DB00875_uff_E=317.65,-6.6,4.949,2.988
4NN5_DB00875_uff_E=317.65,-6.6,5.399,3.216
4NN5_DB00875_uff_E=332.81,-6.6,8.444,4.778
4NN5_DB00875_uff_E=332.81,-6.6,5.978,4.209
4NN5_DB00875_uff_E=340.05,-6.6,4.818,3.41
4NN5_DB00875_uff_E=340.05,-6.6,4.786,3.326
4NN5_DB00875_uff_E=340.05,-6.6,4.893,2.902
4NN5_DB00875_uff_E=340.05,-6.6,6.229,3.189
4NN5_DB00875_uff_E=406.34,-6.6,5.569,3.857
4NN5_DB00875_uff_E=406.34,-6.6,6.116,3.774
4NN5_DB00875_uff_E=406.34,-6.6,8.073,5.181
4NN5_DB00901_uff_E=294.32,-6.6,7.738,2.593
4NN5_DB00901_uff_E=294.32,-6.6,2.445,1.563
4NN5_DB00901_uff_E=294.32,-6.6,2.844,1.78
4NN5_DB00901_uff_E=361.59,-6.6,2.993,1.919
4NN5_DB01038_uff_E=351.67,-6.6,1.914,1.447
4NN5_DB01038_uff_E=351.67,-6.6,6.13,2.89
4NN5_DB01140_uff_E=930.58,-6.6,7.491,3.427
4NN5_DB01140_uff_E=930.58,-6.6,7.426,3.695
4NN5_DB01420_uff_E=259.49,-6.6,7.572,1.76
4NN5_DB04816_uff_E=148.03,-6.6,0,0
4NN5_DB04816_uff_E=148.03,-6.6,4.726,0.01
4NN5_DB04834_uff_E=575.99,-6.6,9.711,4.139
4NN5_DB04898_uff_E=743.44,-6.6,6.585,3.476
4NN5_DB04898_uff_E=743.44,-6.6,4.841,3.067
4NN5_DB04898_uff_E=743.44,-6.6,7.227,4.479
4NN5_DB04898_uff_E=743.44,-6.6,2.614,2.129
4NN5_DB06230_uff_E=1452.39,-6.6,3.012,2.357
4NN5_DB06230_uff_E=1452.39,-6.6,5.881,2.345
4NN5_DB06230_uff_E=1452.39,-6.6,5.372,2.117
4NN5_DB06268_uff_E=1081.15,-6.6,5.122,3.056
4NN5_DB08873_uff_E=1697.41,-6.6,5.7,2.468
4NN5_DB08873_uff_E=1697.41,-6.6,7.595,5.341
4NN5_DB08942_uff_E=793.72,-6.6,2.714,2.341
4NN5_DB08951_uff_E=298.91,-6.6,1.771,1.225
4NN5_DB08954_uff_E=196.00,-6.6,1.64,1.452
4NN5_DB08954_uff_E=196.00,-6.6,7.992,4.762
4NN5_DB08954_uff_E=205.67,-6.6,6.314,4.549
4NN5_DB08954_uff_E=238.79,-6.6,2.363,1.736
4NN5_DB08954_uff_E=238.79,-6.6,4.149,3.072
4NN5_DB08962_uff_E=709.95,-6.6,6.823,4.564
4NN5_DB08962_uff_E=709.95,-6.6,7.56,5.075
4NN5_DB08962_uff_E=709.95,-6.6,5.106,3.702
4NN5_DB08962_uff_E=728.07,-6.6,6.003,4.272
4NN5_DB08962_uff_E=728.07,-6.6,7.954,2.91
4NN5_DB08962_uff_E=728.07,-6.6,5.777,4.162
4NN5_DB08962_uff_E=728.07,-6.6,5.183,3.615
4NN5_DB08962_uff_E=728.07,-6.6,7.678,2.02
4NN5_DB08974_uff_E=417.55,-6.6,11.187,8.951
4NN5_DB08975_uff_E=442.11,-6.6,7.667,3.851
4NN5_DB08976_uff_E=218.06,-6.6,4.635,3.629
4NN5_DB08976_uff_E=218.06,-6.6,3.59,2.616
4NN5_DB08976_uff_E=218.06,-6.6,4.037,2.479
4NN5_DB08976_uff_E=218.06,-6.6,2.486,1.445
4NN5_DB08978_uff_E=425.97,-6.6,7.328,2.511
4NN5_DB08978_uff_E=425.97,-6.6,7.815,3.148
4NN5_DB08978_uff_E=461.45,-6.6,2.168,1.261
4NN5_DB08978_uff_E=480.67,-6.6,5.286,2.22
4NN5_DB08978_uff_E=480.67,-6.6,7.11,2.954
4NN5_DB08978_uff_E=480.67,-6.6,7.348,3.096
4NN5_DB08986_uff_E=167.83,-6.6,10.489,7.295
4NN5_DB08990_uff_E=263.75,-6.6,0,0
4NN5_DB08990_uff_E=358.26,-6.6,6.927,3.896
4NN5_DB08990_uff_E=358.26,-6.6,9.999,6.197
4NN5_DB08999_uff_E=277.61,-6.6,5.312,3.788
4NN5_DB08999_uff_E=277.61,-6.6,8.942,7.113
4NN5_DB08999_uff_E=277.61,-6.6,7.771,5.47
4NN5_DB09008_uff_E=1126.46,-6.6,2.384,1.804
4NN5_DB09008_uff_E=1126.46,-6.6,1.371,1.054
4NN5_DB09015_uff_E=301.05,-6.6,3.344,1.851
4NN5_DB09017_uff_E=710.17,-6.6,5.988,4.32
4NN5_DB09017_uff_E=710.17,-6.6,7.856,6.589
4NN5_DB09017_uff_E=710.17,-6.6,4.69,3.642
4NN5_DB09091_uff_E=336.33,-6.6,0,0
4NN5_DB09091_uff_E=336.33,-6.6,8.208,6.198
4NN5_DB09215_uff_E=699.97,-6.6,3.422,2.114
4NN5_DB09267_uff_E=324.70,-6.6,0,0
4NN5_DB12129_uff_E=541.22,-6.6,2.53,1.125
4NN5_DB00323_uff_E=168.02,-6.5,5.537,2.967
4NN5_DB00342_uff_E=356.15,-6.5,7.377,2.071
4NN5_DB00365_uff_E=1331.47,-6.5,5.969,4.549
4NN5_DB00365_uff_E=1331.47,-6.5,3.105,2.478
4NN5_DB00365_uff_E=1331.47,-6.5,9.202,7.659
4NN5_DB00378_uff_E=277.45,-6.5,8.024,5.925
4NN5_DB00604_uff_E=290.50,-6.5,6.871,5.263
4NN5_DB00679_uff_E=294.82,-6.5,0,0
4NN5_DB00680_uff_E=431.59,-6.5,5.175,2.839
4NN5_DB00680_uff_E=431.59,-6.5,6.108,2.935
4NN5_DB00680_uff_E=431.59,-6.5,6.557,3.212
4NN5_DB00680_uff_E=431.59,-6.5,5.99,2.976
4NN5_DB00680_uff_E=431.59,-6.5,8.466,5.276
4NN5_DB00767_uff_E=308.15,-6.5,7.749,4.056
4NN5_DB00767_uff_E=308.15,-6.5,4.58,2.956
4NN5_DB00767_uff_E=308.15,-6.5,1.997,1.442
4NN5_DB00767_uff_E=366.22,-6.5,0,0
4NN5_DB00778_uff_E=663.67,-6.5,7.973,3.141
4NN5_DB00778_uff_E=806.07,-6.5,9.972,3.604
4NN5_DB00821_uff_E=357.33,-6.5,4.242,3.053
4NN5_DB00875_uff_E=340.05,-6.5,8.469,4.982
4NN5_DB00875_uff_E=340.05,-6.5,7.389,4.081
4NN5_DB00875_uff_E=406.34,-6.5,7.142,4.817
4NN5_DB00901_uff_E=294.32,-6.5,3.02,1.905
4NN5_DB00901_uff_E=294.32,-6.5,2.802,1.89
4NN5_DB00901_uff_E=294.32,-6.5,4.281,1.909
4NN5_DB00901_uff_E=294.32,-6.5,2.633,1.566
4NN5_DB00901_uff_E=361.59,-6.5,4.185,1.68
4NN5_DB00901_uff_E=361.59,-6.5,3.382,2.222
4NN5_DB00901_uff_E=361.59,-6.5,4.32,1.973
4NN5_DB00901_uff_E=361.59,-6.5,6.76,2.294
4NN5_DB00901_uff_E=361.59,-6.5,5.613,2.32
4NN5_DB00901_uff_E=361.59,-6.5,6.786,2.347
4NN5_DB01038_uff_E=365.31,-6.5,0,0
4NN5_DB01041_uff_E=360.54,-6.5,0,0
4NN5_DB01041_uff_E=443.34,-6.5,0,0
4NN5_DB01140_uff_E=930.58,-6.5,7.018,3.425
4NN5_DB01149_uff_E=506.71,-6.5,0,0
4NN5_DB01420_uff_E=259.49,-6.5,5.119,3.119
4NN5_DB01420_uff_E=259.49,-6.5,8.775,5.316
4NN5_DB01493_uff_E=302.58,-6.5,0,0
4NN5_DB04743_uff_E=587.08,-6.5,0,0
4NN5_DB04812_uff_E=378.71,-6.5,3.442,2.258
4NN5_DB04829_uff_E=481.09,-6.5,12.071,8.496
4NN5_DB04829_uff_E=481.09,-6.5,7.916,5.193
4NN5_DB04829_uff_E=481.09,-6.5,9.382,6.508
4NN5_DB04834_uff_E=575.99,-6.5,8.589,4.524
4NN5_DB06268_uff_E=1081.15,-6.5,5.225,2.77
4NN5_DB07402_uff_E=363.47,-6.5,0,0
4NN5_DB08905_uff_E=266.48,-6.5,5.925,2.843
4NN5_DB08905_uff_E=266.48,-6.5,7.2,5.393
4NN5_DB08950_uff_E=447.57,-6.5,9.759,3.38
4NN5_DB08954_uff_E=196.00,-6.5,4.03,2.824
4NN5_DB08954_uff_E=196.00,-6.5,7.64,4.402
4NN5_DB08954_uff_E=205.67,-6.5,8.199,5.544
4NN5_DB08954_uff_E=205.67,-6.5,7.5,5.08
4NN5_DB08954_uff_E=205.67,-6.5,6.927,4.073
4NN5_DB08954_uff_E=238.79,-6.5,1.985,1.752
4NN5_DB08954_uff_E=238.79,-6.5,3.734,3.183
4NN5_DB08954_uff_E=238.79,-6.5,4.133,3.116
4NN5_DB08956_uff_E=223.66,-6.5,7.684,4.709
4NN5_DB08956_uff_E=223.66,-6.5,7.544,5.293
4NN5_DB08962_uff_E=709.95,-6.5,6.366,5.176
4NN5_DB08962_uff_E=709.95,-6.5,9.493,6.437
4NN5_DB08968_uff_E=276.39,-6.5,0,0
4NN5_DB08968_uff_E=276.39,-6.5,6.242,2.824
4NN5_DB08972_uff_E=177.17,-6.5,4.088,2.432
4NN5_DB08972_uff_E=178.02,-6.5,2.832,2.269
4NN5_DB08972_uff_E=178.02,-6.5,2.959,1.978
4NN5_DB08974_uff_E=417.55,-6.5,4.047,2.998
4NN5_DB08974_uff_E=417.55,-6.5,6.091,5.142
4NN5_DB08974_uff_E=417.55,-6.5,11.416,9.686
4NN5_DB08976_uff_E=218.06,-6.5,4.476,3.27
4NN5_DB08976_uff_E=225.30,-6.5,3.166,2.325
4NN5_DB08978_uff_E=425.97,-6.5,6.88,2.715
4NN5_DB08978_uff_E=425.97,-6.5,7.542,2.944
4NN5_DB08978_uff_E=425.97,-6.5,8.11,3.943
4NN5_DB08978_uff_E=461.45,-6.5,6.305,2.938
4NN5_DB08986_uff_E=159.05,-6.5,10.117,7.719
4NN5_DB08986_uff_E=167.83,-6.5,8.512,7.037
4NN5_DB08986_uff_E=167.83,-6.5,9.719,6.937
4NN5_DB08990_uff_E=358.26,-6.5,9.112,1.769
4NN5_DB08990_uff_E=358.26,-6.5,9.074,1.555
4NN5_DB08990_uff_E=358.26,-6.5,7.1,3.95
4NN5_DB08997_uff_E=282.59,-6.5,7.94,4.308
4NN5_DB08999_uff_E=277.61,-6.5,8,6.054
4NN5_DB09008_uff_E=1126.46,-6.5,3.953,2.741
4NN5_DB09008_uff_E=1126.46,-6.5,2.196,1.846
4NN5_DB09008_uff_E=1126.46,-6.5,8.425,2.246
4NN5_DB09015_uff_E=301.05,-6.5,7.36,4.524
4NN5_DB09015_uff_E=301.05,-6.5,3.79,2.526
4NN5_DB09215_uff_E=699.97,-6.5,4.472,3.388
4NN5_DB09246_uff_E=208.83,-6.5,0,0
4NN5_DB11629_uff_E=815.53,-6.5,5.505,3.566
4NN5_DB12129_uff_E=541.22,-6.5,7.841,2.588
4NN5_DB12129_uff_E=541.22,-6.5,7.666,2
4NN5_DB12129_uff_E=541.22,-6.5,2.894,1.498
4NN5_DB00323_uff_E=168.02,-6.4,3.757,2.505
4NN5_DB00342_uff_E=356.15,-6.4,6.342,1.92
4NN5_DB00414_uff_E=539.45,-6.4,8.664,3.82
4NN5_DB00414_uff_E=539.45,-6.4,8.804,6.569
4NN5_DB00439_uff_E=393.50,-6.4,2.047,1.583
4NN5_DB00439_uff_E=393.50,-6.4,6.289,4.134
4NN5_DB00447_uff_E=956.41,-6.4,6.69,4.107
4NN5_DB00580_uff_E=806.98,-6.4,5.526,3.245
4NN5_DB00604_uff_E=290.50,-6.4,4.621,3.502
4NN5_DB00604_uff_E=290.50,-6.4,5.985,3.756
4NN5_DB00604_uff_E=290.50,-6.4,2.612,1.913
4NN5_DB00679_uff_E=294.82,-6.4,6.66,2.609
4NN5_DB00679_uff_E=294.82,-6.4,4.684,1.466
4NN5_DB00680_uff_E=431.59,-6.4,2.554,1.958
4NN5_DB00767_uff_E=308.15,-6.4,6.979,3.943
4NN5_DB00778_uff_E=806.07,-6.4,10.295,3.154
4NN5_DB00801_uff_E=323.96,-6.4,5.672,3.503
4NN5_DB00801_uff_E=323.96,-6.4,4.451,3.245
4NN5_DB00821_uff_E=349.68,-6.4,5.149,4.163
4NN5_DB00821_uff_E=349.68,-6.4,4.637,3.768
4NN5_DB00827_uff_E=293.33,-6.4,0,0
4NN5_DB00827_uff_E=293.33,-6.4,3.509,2.381
4NN5_DB00875_uff_E=317.65,-6.4,6.994,4.606
4NN5_DB00875_uff_E=406.34,-6.4,2.968,1.709
4NN5_DB00875_uff_E=406.34,-6.4,7.866,5.093
4NN5_DB00901_uff_E=361.59,-6.4,5.519,3.275
4NN5_DB01038_uff_E=351.67,-6.4,4.964,2.345
4NN5_DB01038_uff_E=351.67,-6.4,7.404,3.248
4NN5_DB01041_uff_E=360.54,-6.4,10.36,8.853
4NN5_DB01041_uff_E=360.54,-6.4,10.28,8.859
4NN5_DB01420_uff_E=259.49,-6.4,6.823,2.133
4NN5_DB01493_uff_E=302.58,-6.4,8.757,6.81
4NN5_DB03585_uff_E=497.23,-6.4,0,0
4NN5_DB03585_uff_E=497.23,-6.4,1.397,0.097
4NN5_DB04743_uff_E=587.08,-6.4,5.572,2.934
4NN5_DB04812_uff_E=378.71,-6.4,4.388,3.711
4NN5_DB04812_uff_E=378.71,-6.4,7.731,5.793
4NN5_DB04821_uff_E=184.69,-6.4,0,0
4NN5_DB04829_uff_E=481.09,-6.4,5.99,3.961
4NN5_DB04834_uff_E=575.99,-6.4,10.266,4.691
4NN5_DB04834_uff_E=575.99,-6.4,8.587,4.909
4NN5_DB06230_uff_E=1452.39,-6.4,3.186,2.58
4NN5_DB06230_uff_E=1452.39,-6.4,5.976,3.028
4NN5_DB06230_uff_E=1452.39,-6.4,4.976,3.33
4NN5_DB07402_uff_E=363.47,-6.4,4.931,2.054
4NN5_DB08942_uff_E=793.72,-6.4,3.232,2.116
4NN5_DB08942_uff_E=793.72,-6.4,7.725,2.561
4NN5_DB08942_uff_E=793.72,-6.4,5.9,4.357
4NN5_DB08951_uff_E=308.02,-6.4,7.944,5.921
4NN5_DB08951_uff_E=308.02,-6.4,7.998,6.061
4NN5_DB08954_uff_E=227.62,-6.4,4.26,3.596
4NN5_DB08954_uff_E=227.62,-6.4,8.214,5.378
4NN5_DB08954_uff_E=227.62,-6.4,9.353,5.823
4NN5_DB08954_uff_E=227.62,-6.4,7.951,5.236
4NN5_DB08954_uff_E=238.79,-6.4,3.105,1.962
4NN5_DB08962_uff_E=709.95,-6.4,2.497,1.68
4NN5_DB08968_uff_E=276.39,-6.4,7.972,6.598
4NN5_DB08972_uff_E=177.17,-6.4,3.779,2.636
4NN5_DB08972_uff_E=177.17,-6.4,4.341,3.113
4NN5_DB08972_uff_E=178.02,-6.4,4.333,2.418
4NN5_DB08972_uff_E=178.02,-6.4,3.675,2.298
4NN5_DB08976_uff_E=225.30,-6.4,3.266,2.857
4NN5_DB08976_uff_E=225.30,-6.4,3.964,3.15
4NN5_DB08978_uff_E=461.45,-6.4,6.47,3.311
4NN5_DB08986_uff_E=167.83,-6.4,9.421,7.498
4NN5_DB08986_uff_E=167.83,-6.4,5.647,3.081
4NN5_DB08990_uff_E=263.75,-6.4,4.233,2.779
4NN5_DB08990_uff_E=263.75,-6.4,8.78,2.304
4NN5_DB08990_uff_E=263.75,-6.4,8.352,2.417
4NN5_DB09008_uff_E=1126.46,-6.4,2.829,1.969
4NN5_DB09015_uff_E=301.05,-6.4,7.828,1.544
4NN5_DB09017_uff_E=710.17,-6.4,6.689,3.791
4NN5_DB09091_uff_E=336.33,-6.4,7.106,2.747
4NN5_DB11629_uff_E=815.53,-6.4,6.064,4.107
4NN5_DB11629_uff_E=815.53,-6.4,6.809,4.523
4NN5_DB12129_uff_E=541.22,-6.4,8.936,6.781
